"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.10","IL.12A","PPIB","IL.17A","GAPDH","CASP1_N","CXCL9_N","CXCR3_N","IDO1_N","IFNy_N","IL.6_N","IL.10_N","IL.12A_N","IL.13_N","IL.17A_N","IL1RN_N","IRGM1_N","MPO_N","MUC2_N","MUC5AC_N","MYD88_N","NCR1_N","PRF1_N","RETNLB_N","SOCS1_N","TICAM1_N","TNF_N","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","origin","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
NA,"AA_0764",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.66333333333333,NA,NA,NA,NA,NA,NA,13.7145670248897,NA,3.95037837212289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,8.66,NA,7.23,1.96,NA,1.09,NA,12.5,10.2,NA,0.51,9.26,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.6014,53.2639,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"15/09/19",0.0275,0,NA,NA,0,0,"Goethestr. 20","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",13.27,81.6,NA,0.0155,NA,NA,NA,NA,NA,0.072,0.0735,75.2,"14/09/19",NA,33.29,23.6266666666667,0,0,288.1,NA,NA,0,0,0,0,NA,34.8577107311066,FALSE,"Fec:FALSE Tissue:FALSE","Field",16.0259021856308,20.1179916091579,20.6418961413038,12.1601270446752,10.5388867407798,19.5383827951854,16.0749149253278,11.8225490764877,9.505704311283,15.9047994153179,7.74277315683432,7.76812290873985,17.1398761094008,24.9678823236873,24.0309543061025,8.59786672607084,10.8761088396895,20.1182639247486,19.5973953214279
NA,"AA_0765",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-9.97666666666667,NA,NA,NA,NA,NA,NA,NA,NA,5.93297357603433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,4.2,NA,12.8,2.06,NA,1.19,NA,9.41,7.89,NA,1.42,3.23,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.5497,53.26,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"15/09/19",0.0089,0,NA,NA,0,0,"Hauptstr. 14","young",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",6.39,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,"14/09/19",NA,34.0166666666667,24.04,0,0,295.9,NA,NA,0,0,0,0,NA,31.7309809130121,FALSE,"Fec:FALSE Tissue:TRUE","Field",13.4963136800833,23.0730931851028,24.2364207517032,10.1148518259034,10.8660116979876,25.2369009552794,22.7853284500141,11.243365564646,11.9584043754452,17.6107878266424,10.8437197296086,11.0782416040585,21.4660767344554,27.349541341795,23.9491599071675,12.0900700768729,12.1142679710277,23.7642328146267,22.9912156211432
NA,"AA_0766",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-10.81,NA,NA,NA,NA,NA,NA,16.6658072867457,NA,4.49125309336015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,3.53,NA,9.48,1.09,NA,1.01,NA,4.97,4.97,NA,0.56,9.52,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.2131,52.9461,2019,"m",NA,"dd","dd","dd","dd","dd",NA,NA,"100","100","100/120","100","100",NA,"dd","dd","dm","dd","dd",11,0.09523809524,"15/09/19",0.0193,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",14.67,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,"14/09/19",NA,35.1433333333333,24.3333333333333,0,0,173.9,NA,NA,0,0,0,0,NA,22.8829630358515,FALSE,"Fec:FALSE Tissue:FALSE","Field",19.0338072912935,21.0893139952517,25.7769974540088,9.15773708278928,15.1417147162159,24.5633823673636,19.7917368681694,16.6145132594688,9.90201257252131,19.220639428893,8.30644401097348,8.97445674010751,22.5184495954673,23.7828690900799,22.5232542785609,9.74308726197368,11.1463440162532,24.901228103596,21.3623670032508
NA,"AA_0767",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-11.1466666666667,NA,NA,NA,NA,NA,NA,17.4281010303149,NA,4.98596924769362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,2.69,NA,9.78,2.1,NA,1.1,NA,10.7,5.64,NA,0.92,18.2,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.2131,52.9461,2019,"m","m","d","d","d","d","d",NA,NA,"100","100","100/120","100","100",NA,"dd","dd","dm","dd","dd",12,0.1764705882,"15/09/19",0.0388,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",15.65,88,NA,0.0143,NA,NA,NA,NA,NA,0.081,0.0817,85.9,"14/09/19",NA,33.3766666666667,22.23,0,0,766.1,NA,NA,0,0,0,0,NA,34.3886518654149,FALSE,"Fec:FALSE Tissue:FALSE","Field",23.762526471731,18.8617636039016,22.9538774297343,13.3965236005039,13.9854669404655,22.4917348258358,21.5719291205001,17.754247182862,11.4652836764674,23.7073145556625,10.7929314812043,11.5841776386888,22.2767737899255,23.0265329464994,23.3910579144787,10.5118109918991,11.6110337920303,21.1614789505714,23.0949717360977
NA,"AA_0769",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-10.0633333333333,NA,NA,NA,NA,27.4287886162429,NA,NA,NA,4.32238279029804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,3.07,NA,11,2.2,NA,1.23,NA,7.37,7.02,NA,1.5,26.2,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.2131,52.9461,2019,"m",NA,"dd","dd","dd","dd","dd",NA,NA,"100","120","100","100","80",NA,"dd",NA,"dd","dd","mm",10,0.1578947368,"15/09/19",0.0449,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",19.7,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"14/09/19",NA,35.6666666666667,25.6033333333333,0,0,728.2,NA,NA,0,0,0,0,NA,NA,NA,NA,"Field",24.225219594816,23.2281404949122,29.3353600602054,20.7487275046596,10.6550686153124,24.0991345915263,24.4936340617736,11.7714478113291,10.6040519045606,16.2275515505731,8.80071093888975,8.67954181889757,9.98154764557157,26.5903221106777,26.9247830548096,9.08925202160459,10.8195419109135,24.973312885311,24.2372500680088
NA,"AA_0770",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-10.3233333333333,NA,NA,NA,NA,24.6127130492447,NA,20.999976293738,NA,3.75854911743114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,7.34,NA,3.65,15.8,NA,2.98,NA,10.7,34.9,NA,3.57,5.16,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.7183,53.2978,2019,"d",NA,"mm",NA,"mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",11,0.8571428571,"15/09/19",0.0528,6,NA,NA,0,0,"Prenzlauerstr. 51","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",19.58,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2,"14/09/19",NA,32.6933333333333,22.37,0,0,244.1,NA,NA,5,0,0,0,NA,33.8739454084123,FALSE,"Fec:FALSE Tissue:FALSE","Field",22.7296486653313,19.7247450459074,24.7064544056851,26.0798932781018,10.7147613524278,21.1417647234555,21.7826507099853,13.843333168989,9.39262279550146,15.6362963922038,7.76307844699546,7.81728646957817,9.02403848126808,27.1089732342233,23.9491599071675,9.82726469229523,9.74461248426971,24.9707642084275,20.3551454146013
NA,"AA_0771",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.94666666666667,NA,NA,NA,NA,23.9508973416611,NA,NA,NA,3.69793621150668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,5.77,NA,5.59,6.37,NA,0.9,NA,13.9,22.1,NA,3.63,15.7,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.7183,53.2978,2019,"d",NA,NA,"mm","mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",11,0.8571428571,"15/09/19",0.0822,14,NA,NA,0,0,"Prenzlauerstr. 51","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",18.01,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,"14/09/19",NA,33.1,23.1533333333333,0,0,443.6,NA,NA,0,0,0,0,NA,30.8526751214929,FALSE,"Fec:FALSE Tissue:FALSE","Field",26.6812898001746,20.1186150932526,23.6407479333688,29.9533367526164,11.1204333302156,21.4291721814969,22.7272869250599,11.9770234082412,9.3781812714311,16.0271040022089,7.96971264832665,8.10409770995196,10.0038025990369,27.6697574259155,26.8669018425835,9.52884052609592,9.88390635623135,25.9003051298582,21.9383938607861
NA,"AA_0772",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,4.66,NA,9.31,5.6,NA,1.43,NA,10.1,13.3,NA,0.88,3.12,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.2131,52.9461,2019,"m","m","d",NA,"d","d","d","d",NA,"100","100","120","100","100",NA,"dd","dd","mm","dd","dd",12,0.2352941176,"15/09/19",0.305,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",15.57,82.1,NA,0.0117,NA,NA,NA,NA,NA,0.0618,0.0629,80,"14/09/19",NA,33.73,24.044,0,0,258.5,NA,NA,0,0,0,0,NA,35.7934605893711,FALSE,"Fec:FALSE Tissue:FALSE","Field",16.187899344412,20.4863664648133,23.0203888151927,21.1086219963588,17.8300445653298,23.4002018590512,15.5338109044614,12.246574968978,11.168790558286,16.7161442258138,9.68982107558087,9.66814316041929,9.06221208312185,28.3290118877817,26.7646170930736,7.81173117530478,11.4879126947279,20.0979852147151,19.8901934273729
NA,"AA_0773",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-10.46,NA,NA,NA,NA,NA,NA,18.9664985121952,NA,4.25362392131824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,3.87,NA,10.7,1.72,NA,1,NA,9.06,7.7,NA,0.82,15.6,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.2131,52.9461,2019,"m","m","d","d","d","d","d","d",NA,"100","100","100","100","100",NA,"dd","dd","dd","dd","dd",13,0.1111111111,"15/09/19",0.0503,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",19.97,90.3,NA,0.0273,NA,NA,NA,NA,NA,0.0793,0.0866,NA,"14/09/19",NA,32.82,22.36,0,0,423.2,NA,NA,0,0,0,0,NA,31.0387080548942,FALSE,"Fec:FALSE Tissue:TRUE","Field",21.3646204463349,24.0346753345845,26.9284128197701,13.8684195008624,14.379148124993,21.5246833828859,21.8057583343411,15.079097943483,9.45542378507484,18.7554432346531,8.35999787574173,8.48731467996376,23.0358964423417,23.3395427250445,27.5328964430075,8.59551418814359,9.70868373157534,21.2725185926122,21.327189960257
NA,"AA_0774",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7972158588085,NA,21.3635888859776,NA,3.53458823059174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,3.04,NA,9.14,0.93,NA,0.77,NA,6.9,3.79,NA,1.24,4.92,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.2131,52.9461,2019,"m",NA,"dd","dd","dd","dd","dd","dd",NA,"100","100","100","100","100",NA,"dd","dd","dd","dd","dd",12,0.04347826087,"15/09/19",0.0239,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",20,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,"14/09/19",NA,NA,NA,0,0,609.9,NA,NA,0,19,0,0,NA,31.477476961352,FALSE,"Fec:FALSE Tissue:NA","Field",11.2982790313474,21.836601566111,26.5703426034225,28.7641239987512,13.0583641403693,23.4002018590512,26.206523743159,16.7801974405384,9.27926496575499,16.0025703868613,7.75509844159225,7.88593030254715,8.76715684552492,26.3251486988327,26.6108555074149,8.45341506500941,10.0255342312805,22.2470462262799,22.9593650139809
NA,"AA_0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-5.52333333333333,NA,NA,NA,NA,27.7107141955915,NA,NA,NA,3.62958420136961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,4.39,NA,6.73,3.36,NA,1.15,NA,6.44,5.2,NA,1.9,21,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.2131,52.9461,2019,"m",NA,"dd","dd","dd","dd","dd","dd",NA,"100","100","120","100","100",NA,"dd","dd","mm","dd","dd",12,0.1304347826,"15/09/19",0.0517,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",19.24,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,"14/09/19",NA,31.7833333333333,26.26,0,0,239.7,NA,NA,0,79,0,0,NA,34.1371246148978,FALSE,"Fec:FALSE Tissue:FALSE","Field",11.9543892107134,18.9336891817885,26.5093196396936,23.4678187947124,11.3565372250215,20.5384564982134,24.6981896520788,13.9192280826294,9.06466530616217,15.6908522992684,7.78992904854414,7.96972751770998,8.74517762700447,26.8966283584993,26.0825846109732,9.4602298903966,10.1243346080245,26.1156165623862,21.6422718935629
NA,"AA_0776",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-7.62166666666667,NA,NA,NA,NA,NA,NA,27.6720781142398,NA,5.69561155694809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,6.27,NA,5.09,6.5,NA,1.1,NA,13.5,12.8,NA,1.14,2.14,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.7183,53.2978,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"15/09/19",0.025,0,NA,NA,0,0,"Prenzlauerstr. 51","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",14.27,84.8,NA,0.0117,NA,NA,NA,NA,NA,0.0584,0.0595,71.3,"14/09/19",NA,29.2566666666667,21.635,NA,NA,NA,NA,NA,0,23,0,0,NA,30.2687718611032,FALSE,"Fec:FALSE Tissue:TRUE","Field",15.0996510259605,21.3041611090224,23.3623833252734,11.0150727619023,11.9399718189826,20.8880374343724,20.4809809047115,11.9795577361913,11.2033616012279,18.3109252072979,10.9603207021079,10.2830931634057,28.0476655915258,22.4770770787365,21.1598489047443,10.8818726571583,11.6644729567549,25.0730033826767,19.3534276871507
NA,"AA_0777",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-8.56333333333334,NA,NA,NA,NA,23.863021463342,NA,NA,NA,3.19905051859477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,2.89,NA,14.3,12.4,NA,1.1,NA,15.8,14.4,NA,3.99,3.94,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.7183,53.2978,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"15/09/19",0.04,70,NA,NA,0,0,"Prenzlauerstr. 51","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",21.1,94.2,NA,0.0203,NA,NA,NA,NA,NA,0.0703,0.076,75.1,"14/09/19",NA,32.9966666666667,24.4333333333333,NA,NA,NA,NA,NA,0,34,0,0,NA,23.2388609125523,FALSE,"Fec:FALSE Tissue:FALSE","Field",24.8237514156533,21.3906793296357,27.8860431038247,25.3670937681475,17.031645433173,21.9785850664704,23.6770583738626,19.6921621145424,8.13171182793578,16.4190271134961,6.83034507375856,7.15789944744827,7.92375113005139,23.789417298974,28.9493765393165,8.11444958331859,8.81636153038158,26.2006241599212,21.2688123392413
NA,"AA_0778",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.10166666666667,NA,NA,NA,NA,22.7108570485326,NA,17.8000421989155,NA,4.10231882547095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,5.87,NA,7.95,2.68,NA,1.18,NA,10.3,6.58,NA,0.63,2.5,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.7183,53.2978,2019,NA,NA,NA,NA,"dd",NA,NA,NA,NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",6,0.75,"15/09/19",0.0343,0,NA,NA,0,0,"Prenzlauerstr. 51","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",15,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"14/09/19",NA,31.8766666666667,22.775,NA,NA,NA,NA,NA,3,0,0,0,NA,34.7854897502798,FALSE,"Fec:FALSE Tissue:FALSE","Field",24.2795776692508,19.4969044147475,22.4487597061785,18.5952433459124,14.1424692517826,21.4582364482153,22.7783232263915,16.303748079223,9.87799887479954,16.6986505757498,8.08868648253728,8.17366102323771,9.06221208312185,23.3425172405037,26.6009392867847,8.41154087273815,10.5594733676479,19.6664037141189,20.6151135982178
NA,"AA_0779",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-13.84,NA,NA,NA,NA,24.2001433398404,NA,NA,NA,3.54704774289181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,7.19,NA,8.6,5.01,NA,3.38,NA,7.61,10.7,NA,2.47,17.9,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",13.2131,52.9461,2019,"m",NA,"dd","dd","dd","dd","dd",NA,NA,"100","100","100/120","100","100",NA,"dd","dd","dm","dd","dd",11,0.09523809524,"15/09/19",0.0465,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",24,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,"14/09/19",NA,36.72,22.88,NA,NA,NA,NA,NA,0,5,0,0,NA,32.698889578208,FALSE,"Fec:FALSE Tissue:FALSE","Field",18.9188560168384,21.597169518757,24.1095224082025,23.4678187947124,8.21805378937115,20.9648794667875,25.1422577106732,10.4369742654302,8.15189792480675,13.413452582536,7.06575716816568,6.82187833898866,7.13277874185406,26.8966283584993,25.1618469903732,7.15966536500553,9.52283948879922,25.7244681783685,19.8586987619736
NA,"AA_0780",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.75333333333333,NA,NA,NA,NA,22.8166989238733,NA,NA,NA,2.85586913104068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2.41,NA,5.64,0.96,NA,0.69,NA,7.1,5.04,NA,1.43,13.5,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.2131,52.9461,2019,"m","m","d","d","d","d","d","d",NA,"100","100","120","100","100",NA,"dd","dd","mm","dd","dd",13,0.2222222222,"15/09/19",0.043,0,NA,NA,0,0,"Grazer weg 7","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",17.51,87.1,NA,0.0198,NA,NA,NA,NA,NA,0.0727,0.0782,82.4,"14/09/19",NA,33.4466666666667,23.6933333333333,0,0,219.9,NA,NA,0,0,0,0,NA,33.2804494164708,FALSE,"Fec:FALSE Tissue:FALSE","Field",26.0898762555344,21.2597502492359,27.7330727121536,20.5317239373613,12.8696450348999,20.8406844071674,20.304773367822,16.6540177554011,7.32854922499327,19.8902330845454,5.60122554584555,6.64498090897669,9.13181256379951,24.8250077475955,26.7646170930736,10.255392814782,8.24368341333204,21.4585681770821,21.6647769293175
NA,"AA_0781",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-9.77,NA,NA,NA,NA,24.8642295021219,NA,NA,NA,3.60727848371101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,4.81,NA,14.2,1.51,NA,0.8,NA,25,4.49,NA,0.38,0,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",13.8914,52.2594,2019,"d","m","m","d","d","d","d","d",NA,"95/100","100","100","100","100",NA,"dm","dd","dd","dd","dd",13,0.1666666667,"15/09/19",0.037,0,NA,NA,0,0,"Am Park 8","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",17.23,87.7,NA,0.0262,NA,NA,NA,NA,NA,0.0857,0.0957,82,"14/09/19",NA,32.51,22.74,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Field",17.1680439555402,21.597169518757,23.087784951178,21.6364721069687,8.39292649088973,21.0838318182433,23.0944504838914,9.40934844807454,8.13903423271631,13.4203585665239,7.21707021206478,7.34540247694109,7.19958652307057,22.9959069213687,23.7873760027394,8.43396333908383,9.10973211592001,21.5195345972286,21.2647250371255
