"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy_imp","CXCR3_imp","IL.6_imp","IL.13_imp","IL.10_imp","IL1RN_imp","CASP1_imp","CXCL9_imp","IDO1_imp","IRGM1_imp","MPO_imp","MUC2_imp","MUC5AC_imp","MYD88_imp","NCR1_imp","PRF1_imp","RETNLB_imp","SOCS1_imp","TICAM1_imp","TNF_imp"
"challenge","LM0273",100.506912442396,"E57","E64","UNI","STRA_SCHUNT","E57byKQW",21.81,21.7,100.506912442396,2,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.42,16.5237749733482,NA,-3.4275,-6.1625,23.2842574040283,18.1923301676542,23.0763408257872,16.7348895957863,NA,NA,23.4860921675106,19.9158327328431,22.3927862379425,8.94237985880928,24.3899040197945,8.41806612723685,9.84744218052595,16.5383929764813,25.2449530478198,13.0941213250257,25.3893344259824,11.8244400237267,9.66067097090052,15.4136940640152,20.8322518013916,24.0181591970742,NA,NA,"mLN",52.1,5.205,31.795,18.21,2.74,21.99,0.73,27.275,18.26,2.81,15.015,2.01,8.88,0,NA,"neg",94.675,0.46,NA,8,0,95.2534562211982,"challenge","F1 M. m. domesticus","E_ferrisi","uninfected",8,-4.74654377880179,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8432338858094,23.0763408257872,22.3927862379425,23.1012044247232,22.3384214210207,19.9158327328431,23.2842574040283,18.1923301676542,16.7348895957863,8.94237985880928,24.3899040197945,8.41806612723685,9.84744218052595,16.5383929764813,25.2449530478198,25.3893344259824,11.8244400237267,9.66067097090052,15.4136940640152,20.8322518013916
"challenge","LM0275",107.873259721555,"E57","E64","UNI","SCHUNT_PWD","E57byMNW",22.47,20.83,107.873259721555,1.19,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,4.14,6.05707055172943,NA,-3.14,-5.23,25.1914860347071,18.543665215083,22.5373289673811,17.2799743954478,NA,22.2004370320836,22.0479899619294,17.9701781480379,18.6052662563155,9.03673784693291,22.0558620707023,7.43517244519219,13.0263806746388,16.0578340780279,21.4975624781425,9.85543376624711,25.5629498816263,7.03634228889023,8.83099308375981,15.6200869205792,20.4064342003563,25.9475863247458,NA,NA,"mLN",48.705,11.315,19.245,7.59,3.11,35.555,1.435,39.995,26.645,17.735,27.745,3.215,34.27,0,NA,"neg",88.4,0.86,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9738035384079,22.5373289673811,18.6052662563155,21.4199502548559,22.2004370320836,17.9701781480379,25.1914860347071,18.543665215083,17.2799743954478,9.03673784693291,22.0558620707023,7.43517244519219,13.0263806746388,16.0578340780279,21.4975624781425,25.5629498816263,7.03634228889023,8.83099308375981,15.6200869205792,20.4064342003563
"challenge","LM0276",104.90030415681,"E57","E64","UNI","STRA_STRA","E57byBGY",31.04,29.59,104.90030415681,1,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.61,37.2475522517456,NA,-3.74,-6.19,21.6303429894298,17.5603883846058,22.1028665609198,18.416046216181,22.1366176214538,NA,24.9325545743462,19.4690877826149,20.0692915529441,8.84843462049575,25.7208095361968,8.20423271076617,9.88274853029303,18.0794382230615,22.9112355316026,13.0678383709692,NA,12.1325398382988,9.53581281291585,16.5634776437701,22.4549687613091,NA,NA,NA,"mLN",42.07,5.53,31.595,9.75,3.055,29.22,0.84,30.17,7.725,6.5,18.93,3.605,22.265,0,NA,"neg",94.4,1.315,NA,8,0,100,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1366176214538,22.1028665609198,20.0692915529441,24.6553418116235,22.3620655552986,19.4690877826149,21.6303429894298,17.5603883846058,18.416046216181,8.84843462049575,25.7208095361968,8.20423271076617,9.88274853029303,18.0794382230615,22.9112355316026,23.2406230701915,12.1325398382988,9.53581281291585,16.5634776437701,22.4549687613091
"challenge","LM0277",98.9112227805695,"E57","E64","UNI","BUSNA_STRA","E57byCEK",23.62,23.88,98.9112227805695,1.52,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.39,14.6670411958386,NA,-3.945,-6.145,23.742732394377,18.4016885074688,24.6027768302043,19.7530836048339,NA,26.1951233429938,21.857195947856,19.765625757342,18.4677379103723,9.75296607411017,28.6691043419647,9.57718042549681,10.4041963560332,17.1390110678227,21.8554804726176,11.8275147208406,NA,9.87983803755835,11.0971729675708,16.949290086998,24.0858249864377,NA,NA,NA,"mLN",55.005,4.635,17.73,12.165,1.51,28.17,0.66,9.7,21.5,3.325,12.075,0.41,3.605,0,NA,"neg",95.245,0.385,NA,8,0,89.4472361809045,"challenge","F1 hybrid","E_ferrisi","uninfected",8,-10.5527638190955,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2519718590616,24.6027768302043,18.4677379103723,21.3571269608712,26.1951233429938,19.765625757342,23.742732394377,18.4016885074688,19.7530836048339,9.75296607411017,28.6691043419647,9.57718042549681,10.4041963560332,17.1390110678227,21.8554804726176,23.0967070776825,9.87983803755835,11.0971729675708,16.949290086998,24.0858249864377
"challenge","LM0278",106.513409961686,"E57","E64","UNI","SCHUNT_PWD","E57byDTU",22.24,20.88,106.513409961686,1.17,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.99,27.8926078147264,NA,-5.355,-8.825,20.9371095847142,16.5168168994496,18.5850505002717,16.4718825637324,22.9100482086997,17.8693997132482,16.7374922795452,14.9714313797988,19.0583640955075,11.4952143420768,20.757766366578,10.4136183253227,11.9895361911842,14.7744820311995,19.6767363873664,10.5617946264688,21.1448157092609,8.46697238453292,12.42942235904,15.733709874571,16.4638387778409,23.2212554473691,NA,NA,"mLN",55.135,4.955,19.55,6.445,1.305,27.14,0.485,19.2,27.155,3.9,6.5,1.02,7.42,0,NA,"neg",94.96,0.475,NA,8,0,100,"challenge","F1 hybrid","E_ferrisi","uninfected",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9100482086997,18.5850505002717,19.0583640955075,22.6104811293863,17.8693997132482,14.9714313797988,20.9371095847142,16.5168168994496,16.4718825637324,11.4952143420768,20.757766366578,10.4136183253227,11.9895361911842,14.7744820311995,19.6767363873664,21.1448157092609,8.46697238453292,12.42942235904,15.733709874571,16.4638387778409
"challenge","LM0279",99.6252927400468,"E57","E64","E64","BUSNA_BUSNA","E57byFPV",21.27,21.35,99.6252927400468,1.1,8,0,2,0,0,1,2,5000,"ferrisi_ferrisi",TRUE,-9.18,8.41303699477307,NA,-12.0475,-8.6525,24.4325628669783,13.826512560667,16.8640773095404,8.66183839209403,16.5729412772112,17.7911719698063,18.6527540893432,14.2530614299023,13.2183468001883,7.15412550817764,23.8602828411534,7.9514766297769,15.1160644904802,10.2303389923071,17.363586757958,6.38964069283299,18.0802665749296,3.78510900190007,10.9740217905926,12.412999418407,13.7866408838176,20.401078091576,NA,NA,"mLN",48.92,14.3,52.62,14.605,7.425,79.505,1.73,69.7,21.09,21.605,36.21,2.315,14.775,4545.45454545455,NA,"neg",85.59,2.34,NA,8,205000,95.5971896955503,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",8,-4.4028103044497,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5729412772112,16.8640773095404,13.2183468001883,24.6553418116235,17.7911719698063,14.2530614299023,24.4325628669783,13.826512560667,8.66183839209403,7.15412550817764,23.8602828411534,7.9514766297769,15.1160644904802,10.2303389923071,17.363586757958,18.0802665749296,3.78510900190007,10.9740217905926,12.412999418407,13.7866408838176
"challenge","LM0280",105.293113261241,"E57","E64","E64","SCHUNT_SCHUNT","E57byMRZ",18.5,17.57,105.293113261241,1.42,8,0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-7.12,54.1465789028593,NA,-3.255,-5.19,29.9860272914978,13.2452475444151,22.1544665865557,13.9158618047638,22.8261805472556,22.0427494977923,NA,17.1835847228663,25.4172445059758,8.98701039256118,27.49618696699,9.59730165355726,21.7417445118641,16.2704902885544,23.0763939005803,11.7935584667913,24.783063066309,5.2592627278585,10.3072052585626,14.3704955095453,19.7044475654641,24.7476766667445,NA,NA,"mLN",60.705,3.74,36.475,18.505,5.28,48.67,1.94,24.22,18.575,8.135,46.22,2.31,17.46,0,NA,"pos",96.2,0.6,NA,8,242500,100,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8261805472556,22.1544665865557,25.4172445059758,24.6553418116235,22.0427494977923,17.1835847228663,29.9860272914978,13.2452475444151,13.9158618047638,8.98701039256118,27.49618696699,9.59730165355726,21.7417445118641,16.2704902885544,23.0763939005803,24.783063066309,5.2592627278585,10.3072052585626,14.3704955095453,19.7044475654641
"challenge","LM0282",116.450648055832,"E57","E64","UNI","STRA_STRA","E57byFRU",35.04,30.09,116.450648055832,1.96,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-12.69,23.307649530542,NA,-11.83,-5.85,24.2897709246335,17.3165438857055,21.1655160643174,17.871125976402,NA,22.65765779467,22.1037762950083,17.7197588539382,18.1009722136031,10.4818667410843,23.2710899794814,9.32665665706399,9.90806942532028,15.8817257060089,19.5978888690015,10.4519056302454,NA,11.4953409562894,11.4879126947279,16.2978523798315,20.6000162948241,22.4380075694379,NA,NA,"mLN",49.85,4.7,26.94,8.94,3.02,22.305,1.4,21.805,10.375,6.72,17.135,2.78,18.35,0,NA,"neg",95.235,0.71,NA,8,0,100,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9738035384079,21.1655160643174,18.1009722136031,21.3571269608712,22.65765779467,17.7197588539382,24.2897709246335,17.3165438857055,17.871125976402,10.4818667410843,23.2710899794814,9.32665665706399,9.90806942532028,15.8817257060089,19.5978888690015,23.0967070776825,11.4953409562894,11.4879126947279,16.2978523798315,20.6000162948241
"challenge","LM0283",101.30890052356,"E57","E64","UNI","PWD_PWD","E57byLYZ",19.35,19.1,101.30890052356,1.49,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-10.57,33.822275433801,NA,-2.8525,-5.16249999999999,22.7877227200633,18.8263527310812,24.6974212094301,17.1107500149809,22.5839732582767,23.1675685973307,24.8133104131235,18.9860575835643,19.0598015922397,10.4813456345855,24.3209981143075,8.57305259319408,9.25311775596537,16.6424527742189,22.9071464843822,11.2415960907118,NA,7.75849579654361,11.493739044238,17.4586270506589,22.0130359478931,29.5507309293803,NA,NA,"mLN",53.755,9.235,19.495,6.415,1.375,27.52,0.83,28.285,29.465,4.22,16.695,0.83,9.825,0,NA,"neg",90.6,0.745,NA,8,0,96.3350785340314,"challenge","F0 M. m. musculus","E_ferrisi","uninfected",8,-3.6649214659686,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5839732582767,24.6974212094301,19.0598015922397,22.6104811293863,23.1675685973307,18.9860575835643,22.7877227200633,18.8263527310812,17.1107500149809,10.4813456345855,24.3209981143075,8.57305259319408,9.25311775596537,16.6424527742189,22.9071464843822,23.0448840265631,7.75849579654361,11.493739044238,17.4586270506589,22.0130359478931
"challenge","LM0284",105.180884323359,"E57","E64","E64","STRA_BUSNA","E57byLRS",23.55,22.39,105.180884323359,1.5,8,0,0,1,0,1,1,2500,"ferrisi_ferrisi",TRUE,-6.19,48.3675947493746,NA,-2.3425,-4.1425,22.5319670110627,17.2664782880845,21.3286839938343,15.9290755914747,NA,NA,22.5405251134862,17.8300445653298,21.655257806678,8.95884987098114,NA,7.63271970283728,8.44045524372275,19.8079095030429,24.1865740235126,14.5386026211138,29.5159143894816,9.22577001639492,9.6324046919363,17.4447625481548,21.638221861939,24.7155533027551,NA,NA,"mLN",48.38,6.965,36.775,9.39,4.13,60.855,0.68,27.71,24.34,7.41,46.67,1.325,4.5,1666.66666666667,NA,"pos",92.955,0.85,NA,8,242500,97.7221974095578,"challenge","F1 hybrid","E_ferrisi","E_ferrisi",8,-2.27780259044221,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.082058513484,21.3286839938343,21.655257806678,21.4199502548559,22.3620655552986,17.8300445653298,22.5319670110627,17.2664782880845,15.9290755914747,8.95884987098114,24.7675932578526,7.63271970283728,8.44045524372275,19.8079095030429,24.1865740235126,29.5159143894816,9.22577001639492,9.6324046919363,17.4447625481548,21.638221861939
"challenge","LM0285",101.183736489964,"E57","E64","E64","PWD_PWD","E57byBMX",19.66,19.43,101.183736489964,1.4,8,14,13,8,13,1,48,120000,"ferrisi_ferrisi",TRUE,-3.11,52.2081651889237,NA,NA,-5.26499999999999,24.2020193588915,12.2124427028828,18.7059966324988,9.75455664676307,17.7226051519588,18.492360569474,18.198265297424,14.6871928317198,17.7921863695643,9.836892913316,23.3768620169187,9.85171812223389,11.5856222969821,14.4070684042912,19.93898378412,9.0891430561279,20.3861822427302,4.34644933690816,11.6579920666898,15.3356613057713,15.8600360558739,18.2003631102774,NA,NA,"mLN",46.695,9.31,34.995,6.33,2.81,76.265,0.635,46.69,28.86,7.46,43.7,1.455,7.31,85714.2857142857,NA,"pos",90.59,1.605,NA,8,385000,97.2722593926917,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",8,-2.72774060730831,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7226051519588,18.7059966324988,17.7921863695643,22.6104811293863,18.492360569474,14.6871928317198,24.2020193588915,12.2124427028828,9.75455664676307,9.836892913316,23.3768620169187,9.85171812223389,11.5856222969821,14.4070684042912,19.93898378412,20.3861822427302,4.34644933690816,11.6579920666898,15.3356613057713,15.8600360558739
"challenge","LM0286",107.026743576298,"E57","E64","UNI","PWD_BUSNA","E57byCWZ",20.41,19.07,107.026743576298,1.44,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.21,19.5159265822312,NA,-1.42,-4.235,23.7966061395124,20.2475324386176,22.1221738578929,19.7085956905298,23.9738035384079,23.3283363179611,23.1260343370788,18.264646187911,21.8753568293223,9.97746138003942,24.9283836019405,8.41581157012998,8.07646971535858,17.3371724419163,21.6347301257788,11.9113746768871,28.1172470759033,9.1874857240242,10.9706660282097,19.3025332074904,21.390203887279,26.0322747893115,NA,NA,"mLN",58.17,7.095,12.905,5.325,1.33,22.6,0.63,23.055,33.33,8.91,6.915,0.4,5.01,0,NA,"neg",92.62,0.43,NA,8,0,98.3219716832722,"challenge","F1 M. m. musculus","E_ferrisi","uninfected",8,-1.6780283167278,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9738035384079,22.1221738578929,21.8753568293223,21.4199502548559,23.3283363179611,18.264646187911,23.7966061395124,20.2475324386176,19.7085956905298,9.97746138003942,24.9283836019405,8.41581157012998,8.07646971535858,17.3371724419163,21.6347301257788,28.1172470759033,9.1874857240242,10.9706660282097,19.3025332074904,21.390203887279
"challenge","LM0287",110.727562400425,"E57","E64","E64","BUSNA_PWD","E57byPRZ",20.85,18.83,110.727562400425,1.27,8,0,0,0,1,1,1,2500,"ferrisi_ferrisi",TRUE,-6.34,52.366947921615,NA,19.7025,NA,23.5914960817808,13.5651224027392,19.167852457338,9.84235255416496,18.3703452007064,19.8939311520504,21.5091589340459,15.6091598230099,17.9742621425474,9.02900705893381,24.4032473357554,9.31602592849792,9.88995056803811,13.8504189707073,18.8150794977645,8.84837610154867,21.1598489047443,4.86729487124074,11.106637369426,15.2592690121958,16.1625003289085,21.863563051493,NA,NA,"mLN",50.8,9.805,35.235,8.23,5.48,76.185,1.43,59.04,34.585,15.035,35.205,1.54,9.265,1968.50393700787,NA,"pos",90.045,1.405,NA,8,2e+05,100,"challenge","F1 M. m. musculus","E_ferrisi","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3703452007064,19.167852457338,17.9742621425474,21.4199502548559,19.8939311520504,15.6091598230099,23.5914960817808,13.5651224027392,9.84235255416496,9.02900705893381,24.4032473357554,9.31602592849792,9.88995056803811,13.8504189707073,18.8150794977645,21.1598489047443,4.86729487124074,11.106637369426,15.2592690121958,16.1625003289085
"challenge","LM0288",101.165146909828,"E57","E64","UNI","PWD_BUSNA","E57byCIW",19.97,19.74,101.165146909828,1.37,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-8.79,32.5857551761345,NA,-5.495,-8.07,25.1602671002584,16.3828968544629,18.1975625112791,15.927925003618,20.7752426928708,20.8368124114881,18.6349612015787,17.2487319380739,14.4075855042054,8.04961263588847,NA,7.56325037579464,12.3509980330083,11.1280095733698,17.1726567716911,6.41156594615105,21.5470833676134,3.69094124222695,10.228502677137,13.4736781276697,18.0951439583022,29.1774514222616,NA,NA,"mLN",57.615,5.52,13.72,5.7,1.235,29.35,0.59,20.91,32.53,7.58,9.96,0.43,4.315,0,NA,"neg",94.32,0.335,NA,8,0,96.2006079027356,"challenge","F1 M. m. musculus","E_ferrisi","uninfected",8,-3.7993920972644,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7752426928708,18.1975625112791,14.4075855042054,21.3571269608712,20.8368124114881,17.2487319380739,25.1602671002584,16.3828968544629,15.927925003618,8.04961263588847,24.7947426985428,7.56325037579464,12.3509980330083,11.1280095733698,17.1726567716911,21.5470833676134,3.69094124222695,10.228502677137,13.4736781276697,18.0951439583022
"challenge","LM0289",91.6422900125366,"E57","E64","UNI","SCHUNT_SCHUNT","E57byPSV",21.93,23.93,91.6422900125366,2.23,8,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.18,11.1755693464102,NA,-3.315,-7.37,20.430070495028,16.5578977416922,21.6453963738627,15.2519456814642,23.233718539633,20.9808644427021,20.2118819651331,17.4087173552523,17.7338113169845,9.38558076930801,27.6156588501772,8.56306688150229,9.97269468018808,15.7259630216275,21.3935013624606,10.1937079877585,23.4175946178865,8.18911649178735,10.1394068429127,15.2449262181169,17.6526984231191,24.2154303738349,NA,NA,"mLN",67.755,3.245,22.775,17.04,1.835,15.255,1.08,12.22,14.995,5.16,6.565,1.07,9.73,0,NA,"neg",96.645,0.18,NA,8,0,90.1379022147932,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",8,-9.8620977852068,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.233718539633,21.6453963738627,17.7338113169845,23.1012044247232,20.9808644427021,17.4087173552523,20.430070495028,16.5578977416922,15.2519456814642,9.38558076930801,27.6156588501772,8.56306688150229,9.97269468018808,15.7259630216275,21.3935013624606,23.4175946178865,8.18911649178735,10.1394068429127,15.2449262181169,17.6526984231191
